Found 285 images belonging to 4 classes.
Found 98 images belonging to 4 classes.
training starts
3,220,0.91,0.69
3,222,1.01,0.56
3,224,1.07,0.75
3,226,1.12,0.44
3,228,0.77,0.75
3,229,1.12,0.62
3,231,1.11,0.50
3,233,0.92,0.81
3,235,0.72,0.69
3,237,1.22,0.56
3,239,1.17,0.44
3,241,0.92,0.56
3,242,0.98,0.69
3,244,0.98,0.56
3,246,1.01,0.62
3,247,1.18,0.56
3,248,0.97,0.62
3,250,0.83,0.69
3,252,0.74,0.81
3,254,0.84,0.56
3,256,0.85,0.81
3,257,0.97,0.69
3,259,0.81,0.69
3,261,0.62,0.77
3,263,0.79,0.81
3,265,0.84,0.75
3,267,0.98,0.50
3,269,1.27,0.38
3,271,0.83,0.75
3,273,1.24,0.50
3,274,1.02,0.50
3,275,0.98,0.56
3,276,0.81,0.69
3,277,1.34,0.38
3,279,0.81,0.69
3,281,0.93,0.56
3,283,1.16,0.44
3,285,0.96,0.62
3,287,0.87,0.62
3,289,1.02,0.50
3,291,0.82,0.75
3,293,0.93,0.50
3,295,0.78,0.75
3,296,1.06,0.44
3,298,0.68,0.75
3,300,0.93,0.62
TEST: 3,300,0.80,0.69
3,301,0.70,0.81
3,303,0.92,0.69
3,305,1.06,0.50
3,307,1.01,0.62
3,309,1.00,0.50
3,310,0.91,0.75
3,311,1.02,0.69
3,313,1.16,0.38
3,314,0.87,0.62
3,316,0.95,0.69
3,318,0.84,0.62
3,319,1.09,0.50
3,321,0.93,0.69
3,322,0.82,0.62
3,324,0.82,0.81
3,326,1.36,0.31
3,327,0.71,0.81
3,328,0.96,0.81
3,330,0.92,0.56
3,332,0.85,0.62
3,334,0.96,0.50
3,335,1.01,0.62
3,336,0.58,0.81
3,337,0.72,0.81
3,339,0.94,0.56
3,341,1.09,0.50
3,343,1.16,0.12
3,344,0.95,0.62
3,345,0.89,0.69
3,347,0.96,0.69
3,349,0.98,0.69
3,350,1.16,0.44
3,352,1.16,0.50
3,353,0.66,0.75
3,355,1.02,0.75
3,357,0.80,0.75
3,359,1.05,0.50
3,361,0.85,0.50
3,363,0.77,0.69
3,364,0.85,0.69
3,365,1.06,0.50
3,366,0.90,0.62
3,368,1.14,0.38
3,370,1.11,0.62
3,371,1.03,0.50
3,373,1.15,0.44
3,375,0.83,0.75
3,377,1.02,0.62
3,378,1.10,0.62
3,380,1.25,0.56
3,381,0.85,0.56
3,383,1.06,0.56
3,385,0.70,0.81
3,387,0.81,0.69
3,389,0.78,0.75
3,390,0.78,0.62
3,392,0.82,0.62
3,394,0.84,0.69
3,395,0.85,0.81
3,397,0.92,0.56
3,399,0.95,0.69
TEST: 3,400,0.77,1.00
3,401,0.72,0.75
3,402,1.06,0.50
3,404,0.70,0.81
3,405,0.67,0.85
3,406,0.74,0.62
3,408,1.04,0.56
3,409,1.16,0.62
3,411,0.75,0.75
3,413,0.88,0.69
3,415,1.09,0.62
